Model,Threshold,Hyperparameters,Default Parameters,Accuracy,Precision,Recall,F1 Score,AUC ROC Score,p_at_0.01,p_at_0.02,p_at_0.05,p_at_0.1,p_at_0.2,p_at_0.3,p_at_0.4,p_at_0.45,p_at_0.475,p_at_0.5,p_at_0.525,p_at_0.55,p_at_0.6,p_at_0.7,p_at_0.8,p_at_0.9,p_at_0.95,p_at_0.98,p_at_0.99
KNN,0.01,"{'weights': 'distance', 'metric': 'euclidean', 'n_neighbors': 90}",{'n_jobs': -1},0.7420338375082203,0.7420560188921771,0.9999597180261833,0.8519166752462336,0.49997985901309167,1.0,0.8333333333333334,0.875,0.8787878787878788,0.8787878787878788,0.88,0.8796992481203008,0.8933333333333333,0.8924050632911392,0.8922155688622755,0.88,0.8852459016393442,0.89,0.8931623931623932,0.8764044943820225,0.8870431893687708,0.8832807570977917,0.8807339449541285,0.8821752265861027
KNN,0.8,"{'weights': 'uniform', 'metric': 'manhattan', 'n_neighbors': 70}",{'n_jobs': -1},0.33960064566270104,0.8486472690148035,0.1339375629405841,0.23136067912187314,0.5326079053548674,1.0,0.8333333333333334,0.9375,0.9696969696969697,0.9696969696969697,0.9,0.9172932330827067,0.9266666666666666,0.930379746835443,0.9221556886227545,0.88,0.8579234972677595,0.87,0.8888888888888888,0.9026217228464419,0.9136212624584718,0.886435331230284,0.8593272171253823,0.8489425981873112
KNN,0.01,"{'weights': 'uniform', 'metric': 'euclidean', 'n_neighbors': 50}",{'n_jobs': -1},0.7420637292999342,0.7420637292999342,1.0,0.8519363750235934,0.5,1.0,1.0,0.9375,0.9696969696969697,0.9242424242424242,0.86,0.8721804511278195,0.8866666666666667,0.8924050632911392,0.8982035928143712,0.9028571428571428,0.907103825136612,0.915,0.8418803418803419,0.8164794007490637,0.8372093023255814,0.8454258675078864,0.8501529051987767,0.851963746223565
KNN,0.01,"{'weights': 'distance', 'metric': 'euclidean', 'n_neighbors': 90}",{'n_jobs': -1},0.7420338375082203,0.7420560188921771,0.9999597180261833,0.8519166752462336,0.49997985901309167,1.0,0.8333333333333334,0.875,0.8787878787878788,0.8787878787878788,0.88,0.8796992481203008,0.8933333333333333,0.8924050632911392,0.8922155688622755,0.88,0.8852459016393442,0.89,0.8931623931623932,0.8764044943820225,0.8870431893687708,0.8832807570977917,0.8807339449541285,0.8821752265861027
KNN,0.6,"{'weights': 'distance', 'metric': 'manhattan', 'n_neighbors': 70}",{'n_jobs': -1},0.6808154480779578,0.7660110563724568,0.8205035246727089,0.7923214563559982,0.5497233117627074,1.0,0.8333333333333334,0.875,0.9393939393939394,0.8787878787878788,0.89,0.8796992481203008,0.8933333333333333,0.8924050632911392,0.8862275449101796,0.8857142857142857,0.8852459016393442,0.89,0.8888888888888888,0.8876404494382022,0.8870431893687708,0.886435331230284,0.8868501529051988,0.8882175226586103
Logistic Regression,0.525,"{'penalty': 'l2', 'solver': 'liblinear', 'C': 0.01}",{'random_state': 123},0.7271178334429366,0.7540628034962771,0.9382880161127896,0.8361482545095575,0.5289423624427663,1.0,0.8333333333333334,0.875,0.9090909090909091,0.8939393939393939,0.9,0.9022556390977443,0.9,0.9050632911392406,0.9041916167664671,0.9028571428571428,0.9016393442622951,0.895,0.8931623931623932,0.8876404494382022,0.8770764119601329,0.8706624605678234,0.8746177370030581,0.8761329305135952
Logistic Regression,0.9,"{'penalty': 'l2', 'solver': 'newton-cg', 'C': 0.001}",{'random_state': 123},0.2590422669934836,0.8936170212765957,0.0016918429003021148,0.003377291733676423,0.5005562007409148,1.0,0.8333333333333334,0.875,0.8787878787878788,0.9090909090909091,0.9,0.9097744360902256,0.9133333333333333,0.9113924050632911,0.9161676646706587,0.9142857142857143,0.907103825136612,0.905,0.905982905982906,0.9026217228464419,0.9036544850498339,0.9053627760252366,0.9021406727828746,0.8972809667673716
Logistic Regression,0.01,"{'penalty': 'l1', 'solver': 'liblinear', 'C': 0.001}",{'random_state': 123},0.7420637292999342,0.7420637292999342,1.0,0.8519363750235934,0.5,1.0,1.0,1.0,0.9696969696969697,0.9848484848484849,0.99,0.9924812030075187,0.9866666666666667,0.9873417721518988,0.9880239520958084,0.9885714285714285,0.9890710382513661,0.99,0.9914529914529915,0.9887640449438202,0.9867109634551495,0.9873817034700315,0.9877675840978594,0.9879154078549849
Logistic Regression,0.02,"{'penalty': 'l1', 'solver': 'liblinear', 'C': 0.1}",{'random_state': 123},0.7421235128833622,0.7423254143977022,0.9993957703927493,0.8518893676927567,0.5006829356077781,1.0,0.8333333333333334,0.875,0.9090909090909091,0.8939393939393939,0.9,0.9022556390977443,0.9066666666666666,0.9113924050632911,0.9041916167664671,0.9028571428571428,0.8961748633879781,0.895,0.8931623931623932,0.8913857677902621,0.8803986710963455,0.8738170347003155,0.8746177370030581,0.8731117824773413
Logistic Regression,0.7,"{'penalty': 'l1', 'solver': 'liblinear', 'C': 0.01}",{'random_state': 123},0.5648054044359418,0.8267761650114591,0.5231419939577039,0.640811190881504,0.6039049870124595,1.0,1.0,0.9375,0.8787878787878788,0.8939393939393939,0.92,0.9172932330827067,0.9266666666666666,0.930379746835443,0.9221556886227545,0.9257142857142857,0.9234972677595629,0.925,0.9230769230769231,0.9213483146067416,0.9169435215946844,0.9148264984227129,0.9174311926605505,0.918429003021148
Decision Tree,0.3,"{'max_features': 31, 'criterion': 'entropy', 'max_depth': 17, 'min_samples_split': 0.02}",{'random_state': 123},0.7395229270042446,0.7421759913417311,0.9944410876132931,0.8499862277923151,0.5002915833245513,1.0,1.0,1.0,1.0,1.0,0.75,0.706766917293233,0.6866666666666666,0.7025316455696202,0.718562874251497,0.7314285714285714,0.7431693989071039,0.765,0.7991452991452992,0.8239700374531835,0.8438538205980066,0.8485804416403786,0.8532110091743119,0.8549848942598187
Decision Tree,0.5,"{'max_features': 15, 'criterion': 'gini', 'max_depth': 7, 'min_samples_split': 0.04}",{'random_state': 123},0.7004244634423388,0.7668457295309514,0.856797583081571,0.8093299341729765,0.55367402621456,1.0,1.0,1.0,0.9090909090909091,0.696969696969697,0.8,0.8120300751879699,0.82,0.8291139240506329,0.8383233532934131,0.8457142857142858,0.8524590163934426,0.865,0.8846153846153846,0.898876404494382,0.9102990033222591,0.9148264984227129,0.9174311926605505,0.918429003021148
Decision Tree,0.01,"{'max_features': 7, 'criterion': 'entropy', 'max_depth': 7, 'min_samples_split': 0.02}",{'random_state': 123},0.7420637292999342,0.7420637292999342,1.0,0.8519363750235934,0.5,0.6666666666666666,0.5,0.8125,0.8181818181818182,0.8333333333333334,0.89,0.9172932330827067,0.9266666666666666,0.930379746835443,0.8862275449101796,0.8457142857142858,0.8360655737704918,0.85,0.8717948717948718,0.8876404494382022,0.9003322259136213,0.9053627760252366,0.908256880733945,0.9093655589123867
Decision Tree,0.3,"{'max_features': 35, 'criterion': 'entropy', 'max_depth': 19, 'min_samples_split': 0.02}",{'random_state': 123},0.7408979494230884,0.7432477191292042,0.9943202416918429,0.850644427596664,0.5030704233143418,1.0,1.0,1.0,1.0,0.7878787878787878,0.52,0.631578947368421,0.6733333333333333,0.689873417721519,0.7065868263473054,0.72,0.73224043715847,0.755,0.7863247863247863,0.7415730337078652,0.770764119601329,0.7823343848580442,0.7889908256880734,0.7915407854984894
Decision Tree,0.5,"{'max_features': 15, 'criterion': 'gini', 'max_depth': 7, 'min_samples_split': 0.04}",{'random_state': 123},0.7004244634423388,0.7668457295309514,0.856797583081571,0.8093299341729765,0.55367402621456,1.0,1.0,1.0,0.9090909090909091,0.696969696969697,0.8,0.8120300751879699,0.82,0.8291139240506329,0.8383233532934131,0.8457142857142858,0.8524590163934426,0.865,0.8846153846153846,0.898876404494382,0.9102990033222591,0.9148264984227129,0.9174311926605505,0.918429003021148
Linear SVM,0.45,"{'penalty': 'l2', 'C': 0.01}","{'random_state': 123, 'max_iter': 200}",0.7421235128833622,0.7421080951811551,1.0,0.8519656125057914,0.5001158882836945,1.0,1.0,0.8125,0.8484848484848485,0.9090909090909091,0.91,0.9172932330827067,0.9,0.9050632911392406,0.9041916167664671,0.9085714285714286,0.9016393442622951,0.91,0.905982905982906,0.9101123595505618,0.9136212624584718,0.917981072555205,0.9204892966360856,0.9214501510574018
Linear SVM,0.99,"{'penalty': 'l2', 'C': 0.001}","{'random_state': 123, 'max_iter': 200}",0.25799605428349376,1.0,8.056394763343404e-05,0.0001611149152132759,0.5000402819738167,1.0,1.0,0.8125,0.8484848484848485,0.9090909090909091,0.91,0.9097744360902256,0.9133333333333333,0.9113924050632911,0.9041916167664671,0.9085714285714286,0.907103825136612,0.905,0.9102564102564102,0.9101123595505618,0.9136212624584718,0.9148264984227129,0.9174311926605505,0.918429003021148
Linear SVM,0.01,"{'penalty': 'l2', 'C': 1}","{'random_state': 123, 'max_iter': 200}",0.7420936210916482,0.742085911577437,1.0,0.8519509935138474,0.5000579441418472,1.0,0.8333333333333334,0.875,0.9090909090909091,0.9242424242424242,0.9,0.9172932330827067,0.9,0.8987341772151899,0.8982035928143712,0.9028571428571428,0.907103825136612,0.915,0.905982905982906,0.9101123595505618,0.9102990033222591,0.9116719242902208,0.9021406727828746,0.9033232628398792
Linear SVM,0.3,"{'penalty': 'l2', 'C': 0.01}","{'random_state': 123, 'max_iter': 200}",0.7421235128833622,0.7421080951811551,1.0,0.8519656125057914,0.5001158882836945,1.0,1.0,0.8125,0.8484848484848485,0.9090909090909091,0.91,0.9172932330827067,0.9,0.9050632911392406,0.9041916167664671,0.9085714285714286,0.9016393442622951,0.91,0.905982905982906,0.9101123595505618,0.9136212624584718,0.917981072555205,0.9204892966360856,0.9214501510574018
Linear SVM,0.8,"{'penalty': 'l2', 'C': 0.001}","{'random_state': 123, 'max_iter': 200}",0.7418544867579363,0.7426045257005844,0.9980664652567975,0.851589620209658,0.5014089424441365,1.0,1.0,0.8125,0.8484848484848485,0.9090909090909091,0.91,0.9097744360902256,0.9133333333333333,0.9113924050632911,0.9041916167664671,0.9085714285714286,0.907103825136612,0.905,0.9102564102564102,0.9101123595505618,0.9136212624584718,0.9148264984227129,0.9174311926605505,0.918429003021148
Bagging,0.4,"{'max_samples': 0.4, 'max_features': 47}","{'n_estimators': 50, 'oob_score': True, 'n_jobs': -1, 'random_state': 123}",0.7341125127040115,0.7528892557785115,0.9552064451158107,0.8420660144528683,0.5266239665606867,1.0,1.0,1.0,0.9090909090909091,0.9545454545454546,0.97,0.9548872180451128,0.9333333333333333,0.9367088607594937,0.9401197604790419,0.9428571428571428,0.9453551912568307,0.95,0.9572649572649573,0.9588014981273408,0.9634551495016611,0.9652996845425867,0.9663608562691132,0.9667673716012085
Bagging,0.98,"{'max_samples': 0.5, 'max_features': 39}","{'n_estimators': 50, 'oob_score': True, 'n_jobs': -1, 'random_state': 123}",0.25907215878519757,1.0,0.0015307150050352467,0.0030567509954550942,0.5007653575025176,1.0,1.0,1.0,1.0,0.9848484848484849,0.99,0.9924812030075187,0.9933333333333333,0.9936708860759493,0.9880239520958084,0.9771428571428571,0.9453551912568307,0.95,0.9572649572649573,0.9625468164794008,0.9634551495016611,0.9652996845425867,0.9663608562691132,0.9667673716012085
Bagging,0.01,"{'max_samples': 0.05, 'max_features': 7}","{'n_estimators': 50, 'oob_score': True, 'n_jobs': -1, 'random_state': 123}",0.7420637292999342,0.7420637292999342,1.0,0.8519363750235934,0.5,1.0,1.0,0.875,0.8484848484848485,0.9090909090909091,0.91,0.9097744360902256,0.9066666666666666,0.8987341772151899,0.8982035928143712,0.8971428571428571,0.8961748633879781,0.895,0.9017094017094017,0.898876404494382,0.9003322259136213,0.8990536277602523,0.8990825688073395,0.9003021148036254
Bagging,0.3,"{'max_samples': 0.4, 'max_features': 47}","{'n_estimators': 50, 'oob_score': True, 'n_jobs': -1, 'random_state': 123}",0.7407185986728044,0.7449125041700786,0.9894058408862034,0.8499256029620402,0.5073347433658042,1.0,1.0,1.0,0.9090909090909091,0.9545454545454546,0.97,0.9548872180451128,0.9333333333333333,0.9367088607594937,0.9401197604790419,0.9428571428571428,0.9453551912568307,0.95,0.9572649572649573,0.9588014981273408,0.9634551495016611,0.9652996845425867,0.9663608562691132,0.9667673716012085
Bagging,0.7,"{'max_samples': 0.5, 'max_features': 43}","{'n_estimators': 50, 'oob_score': True, 'n_jobs': -1, 'random_state': 123}",0.55132420637293,0.8364296976760129,0.49148036253776434,0.6191515274535675,0.6074854588213217,1.0,1.0,1.0,0.9393939393939394,0.9696969696969697,0.92,0.9398496240601504,0.9466666666666667,0.9493670886075949,0.9520958083832335,0.9542857142857143,0.9562841530054644,0.955,0.9615384615384616,0.9662921348314607,0.9169435215946844,0.9211356466876972,0.9235474006116208,0.9244712990936556
Boosting,0.5,"{'algorithm': 'SAMME.R', 'learning_rate': 0.5}","{'n_estimators': 100, 'random_state': 123}",0.7295689603634842,0.7594212430121671,0.9302719033232628,0.8362089255001358,0.5412166099070828,1.0,1.0,1.0,0.9696969696969697,0.9393939393939394,0.93,0.924812030075188,0.9333333333333333,0.9367088607594937,0.9401197604790419,0.9428571428571428,0.9453551912568307,0.945,0.9401709401709402,0.9400749063670412,0.946843853820598,0.9495268138801262,0.9510703363914373,0.9486404833836858
Boosting,0.5,"{'algorithm': 'SAMME.R', 'learning_rate': 1}","{'n_estimators': 100, 'random_state': 123}",0.7264901058169426,0.7609281885674335,0.9206847935548842,0.8332178921657979,0.5442455141722735,1.0,1.0,1.0,1.0,0.9393939393939394,0.93,0.9323308270676691,0.9333333333333333,0.9367088607594937,0.9341317365269461,0.9371428571428572,0.9398907103825137,0.945,0.9444444444444444,0.9363295880149812,0.9401993355481728,0.943217665615142,0.9388379204892966,0.9395770392749244
Boosting,0.01,"{'algorithm': 'SAMME.R', 'learning_rate': 0.001}","{'n_estimators': 100, 'random_state': 123}",0.7420637292999342,0.7420637292999342,1.0,0.8519363750235934,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Boosting,0.01,"{'algorithm': 'SAMME.R', 'learning_rate': 0.001}","{'n_estimators': 100, 'random_state': 123}",0.7420637292999342,0.7420637292999342,1.0,0.8519363750235934,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Boosting,0.5,"{'algorithm': 'SAMME.R', 'learning_rate': 1}","{'n_estimators': 100, 'random_state': 123}",0.7264901058169426,0.7609281885674335,0.9206847935548842,0.8332178921657979,0.5442455141722735,1.0,1.0,1.0,1.0,0.9393939393939394,0.93,0.9323308270676691,0.9333333333333333,0.9367088607594937,0.9341317365269461,0.9371428571428572,0.9398907103825137,0.945,0.9444444444444444,0.9363295880149812,0.9401993355481728,0.943217665615142,0.9388379204892966,0.9395770392749244
Random Forest,0.45,{'max_features': 35},"{'n_estimators': 1000, 'oob_score': True, 'n_jobs': -1, 'random_state': 123}",0.7226041728941233,0.7606734413254184,0.9136354481369587,0.8301672705977087,0.5433283278464375,1.0,1.0,1.0,1.0,1.0,0.99,0.9924812030075187,0.98,0.9810126582278481,0.9820359281437125,0.9828571428571429,0.9836065573770492,0.98,0.9700854700854701,0.9625468164794008,0.9634551495016611,0.9621451104100947,0.963302752293578,0.9577039274924471
Random Forest,0.99,{'max_features': 39},"{'n_estimators': 1000, 'oob_score': True, 'n_jobs': -1, 'random_state': 123}",0.2593411849106235,0.9795918367346939,0.001933534743202417,0.0038594516362466832,0.5009088232297539,1.0,1.0,1.0,1.0,0.9696969696969697,0.96,0.9624060150375939,0.9533333333333334,0.9556962025316456,0.9580838323353293,0.9485714285714286,0.9508196721311475,0.94,0.9487179487179487,0.9550561797752809,0.9501661129568106,0.9526813880126183,0.9510703363914373,0.9516616314199395
Random Forest,0.01,{'max_features': 7},"{'n_estimators': 1000, 'oob_score': True, 'n_jobs': -1, 'random_state': 123}",0.7420637292999342,0.7420637292999342,1.0,0.8519363750235934,0.5,1.0,1.0,1.0,1.0,1.0,0.97,0.9548872180451128,0.9466666666666667,0.9493670886075949,0.9520958083832335,0.9542857142857143,0.9508196721311475,0.94,0.9316239316239316,0.9288389513108615,0.9269102990033222,0.9242902208201893,0.9235474006116208,0.9244712990936556
Random Forest,0.3,{'max_features': 43},"{'n_estimators': 1000, 'oob_score': True, 'n_jobs': -1, 'random_state': 123}",0.7401506546302385,0.7465611053371645,0.9838066465256797,0.8489198630494099,0.5114884432072134,1.0,1.0,1.0,1.0,1.0,0.97,0.9774436090225563,0.96,0.9620253164556962,0.9640718562874252,0.9657142857142857,0.9672131147540983,0.955,0.9529914529914529,0.947565543071161,0.9401993355481728,0.9337539432176656,0.9327217125382263,0.9335347432024169
Random Forest,0.7,{'max_features': 15},"{'n_estimators': 1000, 'oob_score': True, 'n_jobs': -1, 'random_state': 123}",0.5761642852872602,0.8331455751658531,0.536233635448137,0.652501041590079,0.6136377355592754,1.0,1.0,1.0,1.0,1.0,1.0,0.9849624060150376,0.98,0.9746835443037974,0.9760479041916168,0.9771428571428571,0.9781420765027322,0.98,0.9700854700854701,0.9662921348314607,0.9634551495016611,0.9621451104100947,0.9571865443425076,0.9577039274924471
